Commodity,Year,Attribute,Value
Refined cane and beet sugar: Per capita availability adjusted for loss,1970,Teaspoons available daily-Teaspoons,17.68562071
Refined cane and beet sugar: Per capita availability adjusted for loss,1971,Teaspoons available daily-Teaspoons,17.74814429
Refined cane and beet sugar: Per capita availability adjusted for loss,1972,Teaspoons available daily-Teaspoons,17.77893943
Refined cane and beet sugar: Per capita availability adjusted for loss,1973,Teaspoons available daily-Teaspoons,17.52113445
Refined cane and beet sugar: Per capita availability adjusted for loss,1974,Teaspoons available daily-Teaspoons,16.6265361
Refined cane and beet sugar: Per capita availability adjusted for loss,1975,Teaspoons available daily-Teaspoons,15.49620939
Refined cane and beet sugar: Per capita availability adjusted for loss,1976,Teaspoons available daily-Teaspoons,16.23023025
Refined cane and beet sugar: Per capita availability adjusted for loss,1977,Teaspoons available daily-Teaspoons,16.3716713
Refined cane and beet sugar: Per capita availability adjusted for loss,1978,Teaspoons available daily-Teaspoons,15.89261986
Refined cane and beet sugar: Per capita availability adjusted for loss,1979,Teaspoons available daily-Teaspoons,15.52621226
Refined cane and beet sugar: Per capita availability adjusted for loss,1980,Teaspoons available daily-Teaspoons,14.53524432
Refined cane and beet sugar: Per capita availability adjusted for loss,1981,Teaspoons available daily-Teaspoons,13.80034266
Refined cane and beet sugar: Per capita availability adjusted for loss,1982,Teaspoons available daily-Teaspoons,12.80640061
Refined cane and beet sugar: Per capita availability adjusted for loss,1983,Teaspoons available daily-Teaspoons,12.21778889
Refined cane and beet sugar: Per capita availability adjusted for loss,1984,Teaspoons available daily-Teaspoons,11.58446514
Refined cane and beet sugar: Per capita availability adjusted for loss,1985,Teaspoons available daily-Teaspoons,10.90259153
Refined cane and beet sugar: Per capita availability adjusted for loss,1986,Teaspoons available daily-Teaspoons,10.43641629
Refined cane and beet sugar: Per capita availability adjusted for loss,1987,Teaspoons available daily-Teaspoons,10.84160034
Refined cane and beet sugar: Per capita availability adjusted for loss,1988,Teaspoons available daily-Teaspoons,10.78725695
Refined cane and beet sugar: Per capita availability adjusted for loss,1989,Teaspoons available daily-Teaspoons,10.90668735
Refined cane and beet sugar: Per capita availability adjusted for loss,1990,Teaspoons available daily-Teaspoons,11.18895218
Refined cane and beet sugar: Per capita availability adjusted for loss,1991,Teaspoons available daily-Teaspoons,11.04957156
Refined cane and beet sugar: Per capita availability adjusted for loss,1992,Teaspoons available daily-Teaspoons,11.16126331
Refined cane and beet sugar: Per capita availability adjusted for loss,1993,Teaspoons available daily-Teaspoons,11.09201935
Refined cane and beet sugar: Per capita availability adjusted for loss,1994,Teaspoons available daily-Teaspoons,11.18718299
Refined cane and beet sugar: Per capita availability adjusted for loss,1995,Teaspoons available daily-Teaspoons,11.28329641
Refined cane and beet sugar: Per capita availability adjusted for loss,1996,Teaspoons available daily-Teaspoons,11.30110723
Refined cane and beet sugar: Per capita availability adjusted for loss,1997,Teaspoons available daily-Teaspoons,11.2760918
Refined cane and beet sugar: Per capita availability adjusted for loss,1998,Teaspoons available daily-Teaspoons,11.2850569
Refined cane and beet sugar: Per capita availability adjusted for loss,1999,Teaspoons available daily-Teaspoons,11.52137176
Refined cane and beet sugar: Per capita availability adjusted for loss,2000,Teaspoons available daily-Teaspoons,11.38852847
Refined cane and beet sugar: Per capita availability adjusted for loss,2001,Teaspoons available daily-Teaspoons,11.20287455
Refined cane and beet sugar: Per capita availability adjusted for loss,2002,Teaspoons available daily-Teaspoons,10.98515462
Refined cane and beet sugar: Per capita availability adjusted for loss,2003,Teaspoons available daily-Teaspoons,10.57585143
Refined cane and beet sugar: Per capita availability adjusted for loss,2004,Teaspoons available daily-Teaspoons,10.69457629
Refined cane and beet sugar: Per capita availability adjusted for loss,2005,Teaspoons available daily-Teaspoons,10.94252815
Refined cane and beet sugar: Per capita availability adjusted for loss,2006,Teaspoons available daily-Teaspoons,10.79568636
Refined cane and beet sugar: Per capita availability adjusted for loss,2007,Teaspoons available daily-Teaspoons,10.62351297
Refined cane and beet sugar: Per capita availability adjusted for loss,2008,Teaspoons available daily-Teaspoons,11.3032376
Refined cane and beet sugar: Per capita availability adjusted for loss,2009,Teaspoons available daily-Teaspoons,11.01264415
Refined cane and beet sugar: Per capita availability adjusted for loss,2010,Teaspoons available daily-Teaspoons,11.45623006
Refined cane and beet sugar: Per capita availability adjusted for loss,2011,Teaspoons available daily-Teaspoons,11.44989352
Refined cane and beet sugar: Per capita availability adjusted for loss,2012,Teaspoons available daily-Teaspoons,11.58007889
Refined cane and beet sugar: Per capita availability adjusted for loss,2013,Teaspoons available daily-Teaspoons,11.81683164
Refined cane and beet sugar: Per capita availability adjusted for loss,2014,Teaspoons available daily-Teaspoons,11.8932308
Refined cane and beet sugar: Per capita availability adjusted for loss,2015,Teaspoons available daily-Teaspoons,11.99633533
Refined cane and beet sugar: Per capita availability adjusted for loss,2016,Teaspoons available daily-Teaspoons,12.09694268
Refined cane and beet sugar: Per capita availability adjusted for loss,2017,Teaspoons available daily-Teaspoons,12.00545538
Refined cane and beet sugar: Per capita availability adjusted for loss,2018,Teaspoons available daily-Teaspoons,11.89832008
Refined cane and beet sugar: Per capita availability adjusted for loss,2019,Teaspoons available daily-Teaspoons,11.85443054
Refined cane and beet sugar: Per capita availability adjusted for loss,2020,Teaspoons available daily-Teaspoons,11.91184255
Refined cane and beet sugar: Per capita availability adjusted for loss,2021,Teaspoons available daily-Teaspoons,12.07785872
Refined cane and beet sugar: Per capita availability adjusted for loss,2022,Teaspoons available daily-Teaspoons,12.02831452
Refined cane and beet sugar: Per capita availability adjusted for loss,2023,Teaspoons available daily-Teaspoons,11.88892559
Edible syrups: Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,0.497434797
Edible syrups: Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,0.500816234
Edible syrups: Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,0.495483478
Edible syrups: Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,0.500214715
Edible syrups: Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,0.402143518
Edible syrups: Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,0.398197923
Edible syrups: Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,0.403604926
Edible syrups: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,0.399565926
Edible syrups: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,0.404339915
Edible syrups: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,0.39101553
Edible syrups: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,0.439124211
Edible syrups: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,0.400059139
Edible syrups: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,0.396230641
Edible syrups: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,0.402890225
Edible syrups: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,0.397718618
Edible syrups: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,0.403244569
Edible syrups: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,0.41472134
Edible syrups: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,0.448782468
Edible syrups: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,0.436933902
Edible syrups: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,0.423785421
Edible syrups: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,0.420374859
Edible syrups: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,0.41850751
Edible syrups: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,0.15547429
Edible syrups: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,0.15299118
Edible syrups: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,0.138741935
Edible syrups: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,0.268222026
Edible syrups: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,0.700373051
Edible syrups: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,0.596927852
Edible syrups: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,0.584270194
Edible syrups: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,0.555175097
Edible syrups: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,0.591984055
Edible syrups: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,0.997569726
Edible syrups: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,0.959383845
Edible syrups: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,0.769240431
Edible syrups: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,0.656119431
Edible syrups: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,0.636095613
Edible syrups: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,0.657741095
Edible syrups: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,0.620217014
